TELERIDE_NUMBER,STOP_NAME,STATUS,point
4167,WB Strathcona DR @ Strathcona DR SW,ACTIVE,POINT (-114.18301843955 51.0458439195457)
8068,SB Glenside DR @ 17 AV SW,ACTIVE,POINT (-114.160504894556 51.0381029023074)
4873,NB Hunterview DR @ Hunterbow CR NW,ACTIVE,POINT (-114.079701146223 51.1137625505519)
6688,SB Radisson DR @ 17 AV SE,ACTIVE,POINT (-113.986830562232 51.0384009253206)
3678,SB Symons Valley RD @ Kincora Glen RD NW,INACTIVE,POINT (-114.130156850595 51.1652075356057)
8539,EB 17 AV SW @ 33 ST SW,ACTIVE,POINT (-114.134847662895 51.0377370593043)
6160,EB Queensland Dr @ Queensland CI SE,ACTIVE,POINT (-114.023978300953 50.9398146004013)
4547,SB Southampton DR @ Southglen DR SW,INACTIVE,POINT (-114.090565252706 50.9536820696764)
3819,NB Tuscany Springs HL @ Tuscany WY NW,ACTIVE,POINT (-114.252577413245 51.1325803251577)
5297,NB 1 ST SW@ 10 AV SW,INACTIVE,POINT (-114.065526652718 51.043148563532)
4841,SB Richard RD @ Bishop Carroll High,ACTIVE,POINT (-114.120971341746 51.0137303787995)
4268,EB Country Village RD @ Harvest Hills BV NE,ACTIVE,POINT (-114.068683076867 51.1602415448042)
6074,EB Beddington BV @ Centre ST N,ACTIVE,POINT (-114.070053504423 51.125079340681)
8164,NB 52 ST NE @ Temple DR S leg,INACTIVE,POINT (-113.958225601588 51.0862685731202)
8690,SB Elbow DR @ Springwood DR SW,ACTIVE,POINT (-114.084956339687 50.9647947966178)
9942,EB Ogden RD @ 16A ST SE,ACTIVE,POINT (-114.020035870709 51.0185286015718)
9583,SB Saddlerook DR @ Saddlestone DR NE,ACTIVE,POINT (-113.929537483122 51.128689774579)
7848,SB 5 ST SW @ 4 AV SW,INACTIVE,POINT (-114.073783015477 51.0493373434126)
9052,NB Centre ST N @  78 AV N,ACTIVE,POINT (-114.071061557968 51.1206701771302)
5647,WB 6 AV SW @ 10 ST SW,INACTIVE,POINT (-114.086540690472 51.0481991498959)
8561,SB Southland CTrain Station,ACTIVE,POINT (-114.076845233604 50.9644390060921)
6493,WB Bow TR @ 42 ST SW,INACTIVE,POINT (-114.149728689603 51.047941490972)
2538,EB 128 AV NE @ Redstone BV,ACTIVE,POINT (-113.950701748083 51.1651969639484)
7945,NB Douglas Glen BV @ Douglas Glen ME SE,ACTIVE,POINT (-114.004718268139 50.9521757870082)
8963,SB Cambrian DR @ Rosewood RD NW,ACTIVE,POINT (-114.089836323415 51.0811934195652)
5269,SB Huntington ST @ 78 AV NE,ACTIVE,POINT (-114.054137980629 51.1206944687139)
7899,WB Rundlehorn DR @ 40 ST NE,ACTIVE,POINT (-113.974976366762 51.0711799836256)
7776,NB Sirocco DR @ Signal Hill HT SW,ACTIVE,POINT (-114.166811923937 51.0329401982843)
9521,NB Prestwick CI @ Prestwick DR SE,ACTIVE,POINT (-113.972467162282 50.9234224524837)
8492,NB 36 ST SE @ 50 AV SE,INACTIVE,POINT (-113.975966736405 51.0093718161424)
9602,NB 24 ST SW @ Bridle Estates RD,ACTIVE,POINT (-114.116955599455 50.8993509043477)
3596,NB Cranford DR @ Cranford CL SE,ACTIVE,POINT (-113.966956520494 50.8734583333438)
5314,NB Riverbend DR @ Rivergreen CR SE,ACTIVE,POINT (-114.023881191433 50.9756394752877)
3837,EB Crowfoot CR @ 200 Crowfoot GA NW,ACTIVE,POINT (-114.200328770425 51.1287768651644)
9758,WB Hidden Valley DR @ Hidden Ridge VW NW,ACTIVE,POINT (-114.116050962016 51.1510454248233)
3405,Somerset Bridlewood Terminal,ACTIVE,POINT (-114.069723995453 50.8984033803533)
3433,EB  AUBURN BAY BV SE,INACTIVE,POINT (-113.949011391619 50.8920701198435)
6656,NB Centre ST N @ Samis RD N,ACTIVE,POINT (-114.062317478715 51.0555258088016)
2595,SB MAHOGANY BV SE @ MAHOGANY GD SE,INACTIVE,POINT (-113.936798805549 50.896508523143)
4990,WB 7 AV SW @ 6 ST SW,INACTIVE,POINT (-114.075860968999 51.0469337913857)
4648,SB Palliser DR @ Pump Hill GA SW,ACTIVE,POINT (-114.1028258488 50.9628471066436)
8524,WB Rocky Vista DR @ Rocky Ridge RD NW,ACTIVE,POINT (-114.235112777906 51.1387254443674)
6327,WB 6 AV SW @ 5 ST SW,INACTIVE,POINT (-114.073378944699 51.0478250728607)
6958,WB 26 AV SW @ 26A ST SW,ACTIVE,POINT (-114.12576017082 51.0301289990917)
5075,WB 17 AV SE @ Radisson DR,ACTIVE,POINT (-113.987455589049 51.038003280875)
5181,EB 12 AV SW@ 5 ST SW,ACTIVE,POINT (-114.073019277983 51.0416275778059)
2841,SB 28 ST SE @ Doverthorn RD,ACTIVE,POINT (-113.991631008522 51.0202233925693)
9785,EB Bowness RD @ 77 ST NW,ACTIVE,POINT (-114.199015618008 51.0888273542585)
2903,EB 6 AV @ 5 ST SE,ACTIVE,POINT (-114.050309335344 51.0469217244042)
3531,SB 18th ST SE @ Quarry Park RD,ACTIVE,POINT (-114.01204854262 50.9628600803436)
9726,EB Panorama Hills WY NW @ Panorama Hills RD NW,ACTIVE,POINT (-114.07280922976 51.1535898918172)
7645,EB 17 AV SE @ 60 ST SE,ACTIVE,POINT (-113.946159071403 51.037731074503)
4384,WB Southland DR @ Fairmount DR SE,ACTIVE,POINT (-114.059354999509 50.9641885098402)
7222,SB Hawkwood DR @ Hawkside RD NW,ACTIVE,POINT (-114.184211139044 51.1282007301252)
9149,WB Lake Bonavista DR @ Bonaventure DR SE,ACTIVE,POINT (-114.063192609614 50.9417436572407)
3569,SB Chaparral Valley DR @ Chaparral Valley GD SE,ACTIVE,POINT (-114.013469057111 50.8792993390495)
5561,WB 6 AV SE @ 1 ST SE,INACTIVE,POINT (-114.059857884775 51.0474944322963)
7200,SB Ranchview DR @ Ranchview ME NW,ACTIVE,POINT (-114.175780587889 51.1182201313867)
6459,McKenzie Towne Terminal SE,ACTIVE,POINT (-113.956980662177 50.915325917765)
9812,NB 68 ST SE @ 16 AV SE,ACTIVE,POINT (-113.934957417411 51.0391232506369)
4773,SB University DR @ 12 AV NW,ACTIVE,POINT (-114.118301330321 51.0609214830965)
4887,SB Highfield CR @ 11 ST SE,ACTIVE,POINT (-114.03554506213 51.0110348298585)
4796,Shawnessy LRT Station,ACTIVE,POINT (-114.070159512484 50.9108769621809)
8844,EB 9 AV SE @ 9 ST SE,ACTIVE,POINT (-114.038919560574 51.0426478136767)
9176,NB 24 ST SW @ 106 AV SW,ACTIVE,POINT (-114.117765032206 50.9580539258595)
3549,WB 112 AV NW @ Royal Vista LI NW,ACTIVE,POINT (-114.206133017312 51.1539961832348)
7571,WB 20 AV NE @ 34 ST NE,ACTIVE,POINT (-113.986032345601 51.0713380859001)
3930,NB  Everridge DR @ Everhollow RI SW,ACTIVE,POINT (-114.124021287118 50.9178660351699)
9553,EB Saddlehorn DR @ Saddlemead GR NE,ACTIVE,POINT (-113.943069816425 51.1293729199432)
4558,WB 44 AV NE @ 40 ST NE,ACTIVE,POINT (-113.975891015199 51.0921962239517)
2302,NB 52 ST SE @ Copperfield GA,ACTIVE,POINT (-113.949361391943 50.9107939067857)
8331,NB Harvest Hills DR @ Harvest Oak GA NE,ACTIVE,POINT (-114.060239090818 51.1472658711177)
9020,NB Spruce DR @ Bow TR SW,ACTIVE,POINT (-114.135283810548 51.0420895433002)
5588,WB 50 AV SW @ 19 ST SW,ACTIVE,POINT (-114.106920216372 51.0087866660758)
3787,EB 10 AV SW @ 16 ST SW,INACTIVE,POINT (-114.098974875213 51.0442361456437)
5381,NB Scenic Acres Dr @ Scenic RD NW,ACTIVE,POINT (-114.210853209633 51.1163821667796)
4300,NB Springborough BV @ 26 AV SW,ACTIVE,POINT (-114.193336286387 51.0309542687251)
2416,WB 72 AV NE @ 10 ST NE,ACTIVE,POINT (-114.040732685139 51.1178866361317)
6312,WB Richmond RD @ Kerrydale RD SW,ACTIVE,POINT (-114.138649286492 51.0232766983929)
9574,SB Country Hills BV @ Royal Oak Centre NW,ACTIVE,POINT (-114.216150795118 51.1523247703508)
4653,NB Oakfield DR @ Oakfield PL SW,ACTIVE,POINT (-114.132802728001 50.9684896107326)
9289,EB Strathcona DR @ 69 ST SW,ACTIVE,POINT (-114.187211908545 51.0473058917409)
3608,EB Mahogany BV @ Marquis GR SE,ACTIVE,POINT (-113.913536265982 50.9027577955491)
3382,Marda Loop Station (NB),ACTIVE,POINT (-114.117422389238 51.0249421291768)
6359,SB 52 ST NE @ Marbank DR,ACTIVE,POINT (-113.958666274849 51.061273811971)
4379,SB Madigan DR @ Maitland DR NE,ACTIVE,POINT (-113.940604232571 51.0609189685827)
8318,NB Douglasdale BV @ 130 AV SE,ACTIVE,POINT (-113.98347555822 50.9327657448682)
8966,SB 10 ST NW @ 23 AV NW,ACTIVE,POINT (-114.084732853397 51.0728808689289)
7977,NB Laguna WY @ Los Alamos PL NE,INACTIVE,POINT (-113.926734023352 51.0910032028037)
4162,EB 46 AV SW @ 50 ST SW,ACTIVE,POINT (-114.158943319043 51.0123308975665)
3903,WB 18 ST SE @ 24 ST SE,INACTIVE,POINT (-114.002311146342 50.9564073397355)
2797,Saddletowne Circle Station (NB),ACTIVE,POINT (-113.946553120619 51.1208458779637)
4416,WB 42 AV SE @ Cleveland CR SE,ACTIVE,POINT (-114.053993896242 51.0160083037489)
8134,EB Marbank DR @ Marlyn WY NE,ACTIVE,POINT (-113.970002403373 51.0634214592558)
7569,SB 36 ST NE @ 26 AV NE,ACTIVE,POINT (-113.98199494449 51.0770149195085)
5065,EB 8 AV SE @ Pensacola WY,ACTIVE,POINT (-113.95037891691 51.0451184010151)
5782,EB Northmount DR @ 4 ST NW,ACTIVE,POINT (-114.071762882198 51.1025812014879)
8648,Children's Hospital (NB Childrens DR @ Oki DR NW),ACTIVE,POINT (-114.146936949952 51.0757030549502)
8705,NB Elbow DR @ 70 AV SW,ACTIVE,POINT (-114.083005520417 50.9906874761683)
8374,69 Street West LRT Station,ACTIVE,POINT (-114.186488448958 51.0373969929006)
9698,WB Panatella BV @ Panatella DR NW,ACTIVE,POINT (-114.074893058493 51.1647775651747)
6783,NB 5 ST NW @ 24 AV NW,INACTIVE,POINT (-114.073931185631 51.0745896385514)
8175,SB 18 ST SE @ S. of 76 AV SE,ACTIVE,POINT (-114.016045220118 50.9834090177536)
2429,EB 194 AV & Walden BV SE,ACTIVE,POINT (-114.023638336361 50.8776208451284)
9159,EB Lake Sylvan DR @ Lake Wapta RI SE,ACTIVE,POINT (-114.035427979874 50.9426696607018)
5329,WB 11 AV S @ Centre ST,ACTIVE,POINT (-114.064071761989 51.0424643612078)
4828,SB Fairmount DR @ Heritage DR SE,ACTIVE,POINT (-114.060083921791 50.979277980487)
7358,NB 11 ST NE @ 64 AV NE,ACTIVE,POINT (-114.036197960582 51.1111469744325)
2521,NB 36 ST NE @ 108 AV NE,ACTIVE,POINT (-113.981535632361 51.1514948409105)
7120,NB Silverdale DR @ 54 AV NW,ACTIVE,POINT (-114.186728082051 51.1016103062005)
9089,SB Deer Ridge DR @ Deermont RD SE,ACTIVE,POINT (-114.014895816914 50.9271423562366)
7335,NB 8 ST NE @ 65 AV NE,ACTIVE,POINT (-114.044486147459 51.1131559029121)
3798,WB MRU West Gate,ACTIVE,POINT (-114.133343375404 51.0145259222828)
4406,WB Whitehorn DR @ 49 ST NE,ACTIVE,POINT (-113.963139954883 51.0858117685556)
4944,EB 96 AV NE @ Harvest Hills BV,ACTIVE,POINT (-114.068389354741 51.1418686542374)
2434,NB 24 ST SE @ 86 AV SE,ACTIVE,POINT (-113.998719071824 50.9774157138986)
7030,EB Beddington BV @ Huntington RD NE,ACTIVE,POINT (-114.058620290499 51.1250529455093)
8678,EB 86 AV SE @ W. of 60 ST SE,ACTIVE,POINT (-113.950260704096 50.9758887619409)
7522,WB 27 AV NE @ 15 ST NE,ACTIVE,POINT (-114.022977982809 51.0769540073572)
5043,EB Kensington RD @ 16 ST NW,ACTIVE,POINT (-114.09737757941 51.0524357280336)
5556,NB Macleod TR @ 42 AV SE,ACTIVE,POINT (-114.063959736334 51.0164896191503)
4332,WB Madigan DR @ Manora HL NE,ACTIVE,POINT (-113.949857046069 51.063040972417)
8460,WB 18 ST SE @ 24 ST SE,ACTIVE,POINT (-114.00234288933 50.9564009590716)
4350,WB 14 AV SE @ 47 ST SE,ACTIVE,POINT (-113.96630211879 51.0409906644506)
4611,WB 8 AV NE @ Russet RD,ACTIVE,POINT (-114.041357655592 51.0596830475908)
5208,NB Elbow DR @ Southampton DR SW,ACTIVE,POINT (-114.08465909356 50.9611264233269)
6768,SB Edmonton TR @ 19 AV NE,ACTIVE,POINT (-114.056176566724 51.0693042659018)
7004,NB Arbour Lake DR @ Arbour Vista HL NW,ACTIVE,POINT (-114.198994130133 51.1371278257987)
3755,EB Heritage DR @ Elbow DR SW,ACTIVE,POINT (-114.082524063604 50.979438967898)
6010,EB 32 AV NW @ 33 ST NW,INACTIVE,POINT (-114.133693396526 51.0813693309174)
7263,EB Richmond RD @ Sierra Morena BV SW,ACTIVE,POINT (-114.175345041706 51.0160119401299)
9476,NB 36 ST SE @ 26 AV SE,ACTIVE,POINT (-113.981408904533 51.0311637949672)
4905,NB Coventry DR @ Coventry BV NE,ACTIVE,POINT (-114.043804583302 51.1582747216179)
6523,WB 6 AV SW @ 6 ST SW,ACTIVE,POINT (-114.075601459645 51.0478816495359)
4927,EB Weston DR @ Weston WY SW,ACTIVE,POINT (-114.196252393253 51.0632072836946)
4685,NB 16 ST SW @ 42 AV SW,ACTIVE,POINT (-114.100399513994 51.0164054647752)
7788,NB McKenzie Towne DR @ Elgin PK RD SE,ACTIVE,POINT (-113.969038313821 50.9100564957501)
9780,EB 3 AV NW @ 34 ST NW,ACTIVE,POINT (-114.136721928035 51.0577694215198)
9267,SB 50 ST SW @ Richmond RD,ACTIVE,POINT (-114.1599780719 51.0170963191671)
4801,SB Macleod TR @ 42 AV SW,ACTIVE,POINT (-114.064819797292 51.0155164051202)
8414,SB Rocky Ridge BV @ Rockywood PA NW,ACTIVE,POINT (-114.249385957579 51.1504312567213)
5694,WB 66 AV SW @ 34 ST SW,ACTIVE,POINT (-114.136179493069 50.9946306053788)
8010,WB Edgebrook BV @ Edgeridge VW NW,ACTIVE,POINT (-114.130256578977 51.1391569372056)
5237,SB 14 ST NW@ Cornwallis DR,ACTIVE,POINT (-114.094974259139 51.0876176718248)
9213,NB James McKevitt RD @ Shannon AV SW,ACTIVE,POINT (-114.099536612047 50.9093263142744)
7244,SB Arbour Ridge WY @ Arbour Ridge CI NW,ACTIVE,POINT (-114.190411333152 51.1381450677856)
8621,NB Beddington BV @ Bermuda DR NW,ACTIVE,POINT (-114.086957419952 51.1322030753934)
5909,WB 66 AV NW @ Dalhousie DR,ACTIVE,POINT (-114.167808649159 51.1124325104338)
5369,NB 14 ST SW@ 25 AV SW,ACTIVE,POINT (-114.09456054337 51.0317854573829)
3871,WB 18 ST SE @ 24 ST SE,INACTIVE,POINT (-114.002333780038 50.9564097201762)
8102,EB Bermuda DR @ Bemuda RD NW,ACTIVE,POINT (-114.078197226238 51.1323801387983)
3463,NB Citadel WY @ N. of Country Hills BV NW,ACTIVE,POINT (-114.195256959754 51.1433748718991)
6259,Anderson LRT Station,ACTIVE,POINT (-114.074232260451 50.9545690006577)
9351,SB Cougar Ridge DR @ Cougarstone GA SW,ACTIVE,POINT (-114.21957008562 51.0721206746236)
8855,EB Valley Ridge DR @ Valley Ponds CR NW,ACTIVE,POINT (-114.252877193854 51.0909247936755)
6542,WB 46 AV SW @ 45 ST SW,ACTIVE,POINT (-114.153441571886 51.0125296976008)
9662,NB Taradale RD @ Taralake GATE NE,ACTIVE,POINT (-113.930129261065 51.121882584626)
7524,NB 19 ST NE @ 30 AV NE,ACTIVE,POINT (-114.01143858097 51.0800864000123)
7928,EB 17 AV SW @ 4 ST SW,ACTIVE,POINT (-114.070976903458 51.0377265525524)
8159,SB 52 ST NE @ S. of 44 AV NE,ACTIVE,POINT (-113.958623564898 51.0884737241571)
2163,Barlow/Max Bell LRT Station (WB Memorial Dr),INACTIVE,POINT (-114.006740548255 51.0458733381594)
9878,Crowfoot LRT Station,INACTIVE,POINT (-114.207819576745 51.1237932024307)
6143,EB Marbank Dr @ Mardale RD NE,ACTIVE,POINT (-113.961522326824 51.0625624881832)
4135,EB 34 AV SE @ 28 ST SE,ACTIVE,POINT (-113.993300762569 51.0230692628709)
2028,WB Symons Valley Py @ Sage Meadows Gr NW,ACTIVE,POINT (-114.126020454435 51.1682297498887)
9807,33rd Street SE Station (EB),ACTIVE,POINT (-113.985785026621 51.0377820665436)
2030,SB 7 ST SW @ 7 AVE SW,ACTIVE,POINT (-114.078824315039 51.047053829294)
8507,EB Shawville BV @ Shawville RI SE,ACTIVE,POINT (-114.066944297173 50.9054441138325)
8736,SB Elbow DR @ 30 AV SW,ACTIVE,POINT (-114.078946906864 51.0260169615495)
3925,EB 69 AV SW @ 7 ST SW,ACTIVE,POINT (-114.079899533154 50.9913752876389)
2144,Chinook LRT Station EB,INACTIVE,POINT (-114.066210662685 50.9971711027207)
7880,SB Falconridge BV @ Martindale BV NE,ACTIVE,POINT (-113.946995928017 51.1136353471114)
5731,Edmonton Trail Station (WB),ACTIVE,POINT (-114.056885460854 51.067065314246)
7062,WB 52 AV NW @ Brisebois DR,ACTIVE,POINT (-114.130033220083 51.101040897652)
5222,EB Scenic Acres BV @ Scenic Acres DR NW,ACTIVE,POINT (-114.221511688872 51.1159435097336)
6906,WB Sandarac DR @ E. of 14 ST NW,ACTIVE,POINT (-114.107551486792 51.1405310464075)
7088,SB 53 ST NW @ Valiant DR,ACTIVE,POINT (-114.164560166174 51.089642189441)
4399,NB Acadia DR @ Athens RD SE,ACTIVE,POINT (-114.048328700453 50.96645574623)
5593,WB Richardson WY @ Richard RD SW,ACTIVE,POINT (-114.12282220937 51.012624665508)
2268,WB 9 AV SW @ 77 ST SW,ACTIVE,POINT (-114.199942415804 51.0597528064284)
4200,NB Panatella DR @ Panatella BV NW,ACTIVE,POINT (-114.074234119905 51.1650623969954)
4579,EB Heritage DR @ 10 ST SW,ACTIVE,POINT (-114.087768617488 50.9794907842577)
6637,SB Shawville WY @ Shawville LI SE,INACTIVE,POINT (-114.06917153009 50.9003369309194)
9230,SB Midridge DR @ Midlawn PL SE,ACTIVE,POINT (-114.063160482599 50.9174112834387)
9444,WB Sunridge WY @ W. of 29 ST NE,ACTIVE,POINT (-113.995754962572 51.0693578219728)
7307,SB 4 ST SW @ 14 AV SW,ACTIVE,POINT (-114.071636736608 51.0394791162197)
8612,WB Springbank BV @ Spring ME SW,ACTIVE,POINT (-114.196878402812 51.0185906791111)
7698,SB Shawville BV @ N. of Shalom WY SE,ACTIVE,POINT (-114.068036129279 50.9079901750763)
2041,NB 39 Ave Stn - IB on OB track,INACTIVE,POINT (-114.061225810816 51.0180264311549)
3499,SB Country Village LI NE @ Country Village Wy NW,ACTIVE,POINT (-114.067911351346 51.1585392676063)
7212,SB Hawkwood BV @ Hawkcliff GA NW,ACTIVE,POINT (-114.166918765224 51.1267394016914)
9683,SB Martha's WY @ Martha's Meadow GA NE,ACTIVE,POINT (-113.960154873667 51.1238999553975)
5914,NB Bellevue AV @ MacDonald AV SE,INACTIVE,POINT (-114.043052873208 51.0409265785124)
2158,NB 23 ST NE @ 32 AV NE,ACTIVE,POINT (-114.00492624457 51.0822187048882)
8895,EB Royal Oak DR @  Royal TC NW,ACTIVE,POINT (-114.224237684238 51.1381618476536)
7043,SB McKenzie Lake BV @ McKenzie Lake GD SE,ACTIVE,POINT (-113.986917931288 50.9118680653195)
8653,NB 3 ST @ 7 AV SE,ACTIVE,POINT (-114.055552807585 51.0455141224372)
3377,SB Carleton ST @ Council WY SW,ACTIVE,POINT (-114.09061447685 51.0242799239428)
5941,NB Edmonton TR @ 1 AV NE,ACTIVE,POINT (-114.050154456062 51.0535551617314)
2283,WB 36 AV NE @ 6 ST NE,ACTIVE,POINT (-114.048008626151 51.0850271629742)
2060,NB Shaganappi Tr @ Sage Hill Bv NW,INACTIVE,POINT (-114.152736547852 51.1706734776339)
8260,EB Morley TR @ 22 ST NW,ACTIVE,POINT (-114.112499873011 51.0777351776399)
7447,SB Harvest Hills BV @ Country Hills RD NW,ACTIVE,POINT (-114.068358447145 51.1432809589753)
9121,NB Woodbine BV @ Wood Valley DR SW,ACTIVE,POINT (-114.132405023458 50.9386437829678)
5254,NB Edmonton TR @ Meredith RD NE,ACTIVE,POINT (-114.050089060823 51.0523391964443)
6390,NB 32 AV NE @ 36 AV NE,ACTIVE,POINT (-114.046148584862 51.0855297296379)
4680,EB 36 AV SW @ 14 ST SW,INACTIVE,POINT (-114.094027801639 51.021607996571)
3953,WB 9 AV SE @ 19 ST SE,INACTIVE,POINT (-114.0209839631 51.035985093753)
6990,NB Hidden Valley DR @ Hidden Vale CR NW,ACTIVE,POINT (-114.102834946534 51.1443808879273)
6027,Marlborough LRT Station (WB 8 AV NE @ 36 ST NE),ACTIVE,POINT (-113.982612381676 51.059610230065)
4247,NB Oakmoor WY @ Oakbury PL SW,ACTIVE,POINT (-114.124255264791 50.9622707327402)
6540,SB 43 ST SW @ N. Leg Gordon DR,ACTIVE,POINT (-114.149112211413 51.0112817248624)
9106,NB Bonaventure DR @ S. of Fairmount DR SE,ACTIVE,POINT (-114.060202715058 50.9528194917359)
6491,EB 50 AV SE @ 51 ST SE,ACTIVE,POINT (-113.960370224624 51.0086879079642)
6175,NB 68 ST NE @ Abbeydale DR NE,ACTIVE,POINT (-113.934967362428 51.0600335619103)
9910,Canyon Meadows LRT Station,INACTIVE,POINT (-114.066704994429 50.9365654233741)
9817,36th Street SE Station (WB),ACTIVE,POINT (-113.982400903561 51.0378700617558)
5386,EB 5 AV SW@ 1 ST SW,ACTIVE,POINT (-114.065694197656 51.0483967981526)
8580,Saddletowne LRT Station SB,ACTIVE,POINT (-113.948231172651 51.1253305584904)
7666,WB 4 AV SW @ 8 ST SW,ACTIVE,POINT (-114.081906765591 51.0499543825425)
7153,WB Scenic Acres BV @ Scurfield DR NW,ACTIVE,POINT (-114.211886760586 51.1196268885406)
2581,EB Redstone AV @ Redsky GR NE (proposed),INACTIVE,POINT (-113.957484787711 51.1728377408839)
7227,NB Arbour Ridge WY @ Arbour Lake WY NW,ACTIVE,POINT (-114.186418920375 51.1382019276809)
6444,NB Acadia DR @ Mapleglade DR SE,ACTIVE,POINT (-114.041109519711 50.9520697769984)
8534,WB 17 AV SW @ 24 ST SW,ACTIVE,POINT (-114.118346727121 51.0378797144551)
7745,NB 11 ST SE @ N. of 58 AV SE,INACTIVE,POINT (-114.037148328017 51.0037805945226)
9198,EB Arbour Lake RD @ W. of Arbour Crest DR NW,ACTIVE,POINT (-114.209324687242 51.1339120593568)
8880,SB 85 ST SW @ N. of Wentworth DR,ACTIVE,POINT (-114.211158280999 51.0583508426783)
7009,EB 5 AV SW @ 4 ST SW,ACTIVE,POINT (-114.071835948091 51.0485329689444)
2185,NB Freeport BV @ 104 AV NE,ACTIVE,POINT (-114.019983870547 51.1474750187133)
8176,SB Sherwood BV @ Sherwood ST NW,ACTIVE,POINT (-114.150782752188 51.1631234649879)
2868,EB Palliser DR @ Oakwood DR SW,ACTIVE,POINT (-114.133407149037 50.9722751072271)
8631,NB Edenwold DR @ Edenwold CR NW,ACTIVE,POINT (-114.138336129044 51.1252693979156)
2300,NB 52 ST SE @ 94 AV SE,ACTIVE,POINT (-113.958202286128 50.9692246111418)
5763,Elbow Drive Station (WB),ACTIVE,POINT (-114.084040414011 50.9797071303569)
5926,EB Varsity DR @ 49 ST NW,INACTIVE,POINT (-114.15956658673 51.0936566396021)
6919,NB 56 ST SE @ 114 AV SE,INACTIVE,POINT (-113.951773661029 50.9510566048196)
2013,SB 32 ST NE @ Sunridge BV,INACTIVE,POINT (-113.988862317479 51.0753131103872)
9770,WB 6 AV NW @ 18 ST NW,ACTIVE,POINT (-114.101974354231 51.0576436558846)
8299,NB Edmonton Tr @ 48 Av NE (Quality Inn),INACTIVE,POINT (-114.053776216087 51.0954359171391)
6338,NB Riverbend DR @ Riverbend GA SE,ACTIVE,POINT (-114.018450989194 50.976112545123)
6669,SB Centre ST S @ 4 AV S,ACTIVE,POINT (-114.062977622162 51.0489311658092)
6348,Westbrook LRT Station (EB Bow TR @ 33 ST SW),ACTIVE,POINT (-114.136258486321 51.0414622267364)
2448,EB Hidden Valley Dr @ Hidden Springs Gr,ACTIVE,POINT (-114.111053055813 51.1515642137381)
9144,EB Lake Bonavista DR @ Bonaventure DR SE,ACTIVE,POINT (-114.061297949281 50.9410842946134)
8367,SB Rocky Ridge RD @ S. of Rocky Ridge BV NW,ACTIVE,POINT (-114.23436437373 51.1411992154039)
7139,WB Silver Ridge DR @ Silver Ridge CL NW,ACTIVE,POINT (-114.193376050671 51.103650067479)
8704,NB Elbow DR @ 75 AV SW,ACTIVE,POINT (-114.083015438127 50.9857585006347)
8410,EB Hidden Valley DR @ Hidden Ranch TC NW,ACTIVE,POINT (-114.124924877636 51.150404163827)
9074,EB 68 AV NE @ 10 ST NE,ACTIVE,POINT (-114.038807940218 51.1156925969692)
5546,NB Fairmount DR @ Willow Park DR SE,ACTIVE,POINT (-114.058903648842 50.9587081737855)
4026,NB Dalton DR @ Dalton BA NW,ACTIVE,POINT (-114.146454560625 51.1062642879204)
7249,WB Arbour Ridge WY @ Arbour Ridge PA NW,ACTIVE,POINT (-114.186711334876 51.1409163374839)
9864,WB New Brighton DR @ W. of New Brighton DR SE,ACTIVE,POINT (-113.954478256144 50.9254450104472)
7015,NB 6 ST SW @ 130 AV SW,ACTIVE,POINT (-114.075614610541 50.93664064601)
5176,SB Centre ST N @ 14 AV N,ACTIVE,POINT (-114.062644279352 51.0650146373341)
2145,NB Macleod TR @ 39 AV SE,INACTIVE,POINT (-114.062397261055 51.0187602149836)
6048,Rundle LRT Station (NB 36 ST NE @ 25 AV NE),ACTIVE,POINT (-113.981381701466 51.0743284546046)
5028,SB 85 ST NW @ 46 AV NW,ACTIVE,POINT (-114.211073947057 51.0937390656172)
7103,SB Northland DR @ N. of Northmount DR NW,ACTIVE,POINT (-114.141583761598 51.0983738010541)
8051,SB 10 ST NW @ Kensington RD,ACTIVE,POINT (-114.085979098218 51.053051355302)
4283,SB Barlow TR @ 66 AV SE,ACTIVE,POINT (-113.982068427893 50.9937973054547)
9250,NB Copperfield BV @ Copperield HT SE,ACTIVE,POINT (-113.945455930834 50.912420593849)
7693,NB 26 ST SE @ Peigan TR,ACTIVE,POINT (-113.99893277741 51.0164948723285)
2379,NB 52 ST NE @ 88 AV NE,ACTIVE,POINT (-113.958208732076 51.1331087475175)
2918,WB 140 AV NW @ Carrington BV,INACTIVE,POINT (-114.090958762906 51.1817008882673)
8249,WB Sunmills DR @ Sunwood GA SE,ACTIVE,POINT (-114.031114931042 50.897746425304)
7891,EB Martindale BV @ Martindale DR NE,ACTIVE,POINT (-113.951898729535 51.1140512049039)
5995,WB 16 AV NW @ E. of 14 ST NW (NOT IN USE),INACTIVE,POINT (-114.098558828004 51.067090666351)
5810,SB 12 ST NE @ 1 AV NE,ACTIVE,POINT (-114.033818970237 51.0527995891193)
4912,EB 26 AV NE @ W.of 36 ST NE,ACTIVE,POINT (-113.984673409865 51.0777434315522)
2611,WB Na'a Dr @ Canada Olympic Dr SW,INACTIVE,POINT (-114.2085243806 51.0814814820587)
2592,MASTERS AV  / MASTER WY  SE EB,INACTIVE,POINT (-113.924433151979 50.8922296752936)
6188,EB 14 AV SE @ 44 ST SE,INACTIVE,POINT (-113.969305627097 51.0408797632353)
